State,REI ID,REI,2013 DALYs,2013 Rank,2014 DALYs,2014 Rank,2013-2014 YoY %,2015 DALYs,2015 Rank,2014-2015 YoY %,2016 DALYs,2016 Rank,2015-2016 YoY %,2017 DALYs,2017 Rank,2016-2017 YoY %,2018 DALYs,2018 Rank,2017-2018 YoY %,2019 DALYs,2019 Rank,2018-2019 YoY %,2020 DALYs,2020 Rank,2019-2020 YoY %,2021 DALYs,2021 Rank,2020-2021 YoY %,2022 DALYs,2022 Rank,2021-2022 YoY %,2023 DALYs,2023 Rank,2022-2023 YoY %
Punjab,102,High alcohol use,-11.66K,28,-11.45K,28,-1.80%,-11.05K,28,-3.43%,-11.56K,28,+4.57%,-11.36K,28,-1.71%,-11.12K,29,-2.12%,-10.10K,29,-9.16%,-10.05K,29,-0.48%,-12.71K,29,+26.40%,-10.64K,29,-16.27%,-10.76K,29,+1.15%
Karnataka,102,High alcohol use,-14.96K,29,-14.63K,29,-2.21%,-13.82K,29,-5.52%,-13.46K,29,-2.63%,-12.55K,29,-6.80%,-11.77K,30,-6.18%,-10.81K,30,-8.17%,-11.48K,30,+6.20%,-17.86K,30,+55.64%,-12.48K,30,-30.14%,-13.30K,30,+6.56%
Telangana,102,High alcohol use,-20.23K,30,-20.80K,30,+2.82%,-21.23K,31,+2.03%,-22.86K,31,+7.69%,-23.20K,31,+1.48%,-23.43K,31,+1.00%,-23.18K,31,-1.05%,-22.99K,31,-0.85%,-29.97K,31,+30.39%,-25.24K,31,-15.79%,-25.05K,31,-0.75%
Tamil Nadu,102,High alcohol use,-22.90K,31,-20.94K,31,-8.59%,-18.03K,30,-13.86%,-15.85K,30,-12.11%,-12.57K,30,-20.67%,-9.41K,28,-25.16%,-6.33K,28,-32.70%,-5.30K,27,-16.39%,-6.67K,27,+25.89%,-4.85K,27,-27.17%,-5.07K,27,+4.45%
Uttar Pradesh,105,High fasting plasma glucose,320.20K,1,340.72K,1,+6.41%,349.55K,1,+2.59%,385.55K,1,+10.30%,378.00K,1,-1.96%,377.20K,1,-0.21%,351.23K,1,-6.88%,326.48K,1,-7.05%,389.61K,1,+19.34%,393.64K,1,+1.03%,406.27K,1,+3.21%
Maharashtra,105,High fasting plasma glucose,312.86K,2,321.15K,2,+2.65%,317.80K,2,-1.04%,314.98K,2,-0.89%,314.19K,2,-0.25%,360.59K,2,+14.77%,285.21K,2,-20.91%,249.31K,3,-12.59%,310.34K,2,+24.48%,284.88K,2,-8.20%,298.57K,2,+4.80%
Tamil Nadu,105,High fasting plasma glucose,304.89K,3,312.71K,3,+2.57%,307.93K,3,-1.53%,313.75K,3,+1.89%,306.06K,3,-2.45%,287.99K,3,-5.90%,257.45K,3,-10.60%,255.75K,2,-0.66%,291.22K,5,+13.87%,248.73K,4,-14.59%,257.89K,4,+3.68%
West Bengal,105,High fasting plasma glucose,206.89K,4,216.58K,4,+4.69%,215.42K,5,-0.54%,228.38K,5,+6.02%,231.21K,6,+1.24%,234.58K,4,+1.46%,228.43K,4,-2.62%,238.98K,4,+4.62%,301.30K,3,+26.08%,253.14K,3,-15.99%,269.50K,3,+6.46%
Karnataka,105,High fasting plasma glucose,200.35K,5,209.90K,5,+4.77%,219.63K,4,+4.63%,233.82K,4,+6.46%,237.54K,4,+1.59%,233.64K,5,-1.64%,223.93K,5,-4.15%,236.49K,5,+5.61%,291.85K,4,+23.41%,241.63K,5,-17.21%,250.83K,5,+3.81%
Andhra Pradesh,105,High fasting plasma glucose,197.96K,6,205.10K,6,+3.61%,210.94K,6,+2.85%,225.36K,6,+6.83%,231.47K,5,+2.71%,228.51K,6,-1.28%,218.59K,6,-4.34%,222.50K,6,+1.79%,262.69K,7,+18.07%,238.83K,6,-9.08%,240.32K,6,+0.62%
Kerala,105,High fasting plasma glucose,167.44K,7,164.03K,7,-2.04%,164.95K,8,+0.56%,173.29K,8,+5.05%,178.40K,8,+2.95%,171.40K,10,-3.93%,157.41K,11,-8.16%,138.71K,11,-11.88%,155.17K,12,+11.87%,162.96K,11,+5.02%,167.36K,11,+2.70%
Gujarat,105,High fasting plasma glucose,152.29K,8,159.81K,8,+4.94%,166.05K,7,+3.91%,176.68K,7,+6.40%,182.76K,7,+3.44%,182.84K,7,+0.05%,179.92K,7,-1.60%,188.60K,7,+4.82%,273.06K,6,+44.78%,192.95K,8,-29.34%,195.64K,8,+1.40%
Bihar,105,High fasting plasma glucose,140.47K,9,144.55K,10,+2.91%,144.46K,11,-0.06%,158.26K,11,+9.55%,157.05K,11,-0.76%,161.80K,11,+3.02%,157.41K,10,-2.71%,148.28K,10,-5.80%,184.15K,10,+24.19%,166.67K,10,-9.49%,176.92K,10,+6.15%
Telangana,105,High fasting plasma glucose,140.29K,10,146.16K,9,+4.19%,150.83K,9,+3.19%,163.43K,10,+8.35%,172.12K,10,+5.32%,175.85K,9,+2.17%,173.53K,9,-1.32%,171.79K,9,-1.00%,201.47K,9,+17.28%,188.58K,9,-6.40%,188.27K,9,-0.16%
Punjab,105,High fasting plasma glucose,130.35K,11,136.93K,11,+5.05%,144.50K,10,+5.52%,163.56K,9,+13.19%,172.98K,9,+5.76%,179.90K,8,+4.00%,177.41K,8,-1.39%,184.06K,8,+3.75%,214.81K,8,+16.71%,198.61K,7,-7.54%,201.78K,7,+1.60%
Madhya Pradesh,105,High fasting plasma glucose,120.33K,12,123.85K,12,+2.93%,127.16K,12,+2.67%,136.71K,12,+7.52%,138.49K,12,+1.30%,139.20K,12,+0.51%,137.23K,12,-1.41%,137.96K,12,+0.54%,179.33K,11,+29.99%,149.15K,12,-16.83%,156.86K,12,+5.17%
Rajasthan,105,High fasting plasma glucose,86.13K,13,93.63K,13,+8.70%,100.29K,13,+7.11%,110.58K,13,+10.26%,115.19K,13,+4.17%,116.87K,13,+1.46%,113.89K,13,-2.54%,109.92K,13,-3.48%,130.15K,13,+18.40%,127.55K,13,-2.00%,130.67K,13,+2.45%
Haryana,105,High fasting plasma glucose,68.94K,14,73.10K,14,+6.04%,74.62K,14,+2.08%,81.74K,14,+9.55%,82.18K,14,+0.53%,84.27K,14,+2.55%,78.89K,16,-6.39%,79.45K,15,+0.71%,98.09K,15,+23.46%,81.00K,16,-17.42%,83.82K,16,+3.48%
Odisha,105,High fasting plasma glucose,61.96K,15,62.33K,15,+0.60%,64.09K,16,+2.82%,72.55K,16,+13.20%,77.70K,16,+7.10%,80.21K,16,+3.23%,79.95K,15,-0.32%,79.05K,16,-1.13%,92.23K,16,+16.68%,89.46K,14,-3.01%,91.16K,14,+1.90%
Chhattisgarh,105,High fasting plasma glucose,59.21K,16,61.96K,16,+4.65%,65.41K,15,+5.56%,73.82K,15,+12.86%,78.10K,15,+5.81%,80.39K,15,+2.93%,80.74K,14,+0.43%,80.19K,14,-0.69%,110.11K,14,+37.32%,89.34K,15,-18.86%,90.24K,15,+1.00%
Delhi,105,High fasting plasma glucose,58.37K,17,58.86K,17,+0.85%,57.56K,17,-2.22%,58.94K,18,+2.40%,54.81K,19,-7.01%,53.28K,19,-2.78%,47.83K,20,-10.23%,58.80K,18,+22.93%,74.18K,18,+26.15%,52.61K,20,-29.08%,54.82K,19,+4.20%
Assam,105,High fasting plasma glucose,52.30K,18,53.51K,18,+2.30%,55.69K,18,+4.07%,60.40K,17,+8.46%,63.55K,17,+5.23%,65.75K,17,+3.46%,65.09K,17,-1.01%,63.94K,17,-1.77%,76.32K,17,+19.36%,74.58K,17,-2.28%,78.16K,17,+4.81%
Jharkhand,105,High fasting plasma glucose,45.50K,19,45.73K,20,+0.51%,44.73K,20,-2.18%,50.43K,20,+12.72%,51.06K,20,+1.26%,51.55K,20,+0.95%,49.68K,19,-3.61%,46.78K,20,-5.84%,57.40K,20,+22.71%,53.28K,19,-7.18%,53.61K,20,+0.61%
Uttarakhand,105,High fasting plasma glucose,44.81K,20,47.84K,19,+6.76%,50.54K,19,+5.65%,55.13K,19,+9.07%,55.85K,18,+1.31%,55.30K,18,-0.99%,50.67K,18,-8.36%,49.47K,19,-2.37%,58.02K,19,+17.28%,55.79K,18,-3.83%,56.74K,18,+1.70%
Jammu & Kashmir and Ladakh,105,High fasting plasma glucose,18.53K,21,19.63K,21,+5.93%,21.13K,21,+7.65%,23.50K,21,+11.20%,24.51K,21,+4.29%,25.29K,21,+3.22%,24.74K,21,-2.19%,23.87K,21,-3.50%,28.72K,21,+20.30%,28.26K,21,-1.61%,29.07K,21,+2.87%
Himachal Pradesh,105,High fasting plasma glucose,10.95K,22,10.35K,23,-5.43%,10.19K,23,-1.53%,10.71K,24,+5.02%,11.37K,24,+6.18%,12.00K,24,+5.52%,12.07K,23,+0.63%,11.94K,23,-1.09%,15.10K,23,+26.49%,15.33K,23,+1.52%,15.79K,23,+2.96%
Other Union Territories,105,High fasting plasma glucose,10.76K,23,11.42K,22,+6.08%,11.95K,22,+4.64%,13.01K,22,+8.95%,13.50K,22,+3.73%,13.73K,22,+1.73%,13.53K,22,-1.51%,14.60K,22,+7.93%,19.11K,22,+30.93%,15.47K,22,-19.06%,16.06K,22,+3.79%
Tripura,105,High fasting plasma glucose,9.94K,24,8.63K,24,-13.17%,9.31K,24,+7.79%,11.64K,23,+25.05%,12.27K,23,+5.42%,12.02K,23,-2.06%,11.82K,24,-1.65%,11.90K,24,+0.67%,13.69K,24,+15.04%,13.77K,24,+0.58%,14.51K,24,+5.42%
Goa,105,High fasting plasma glucose,5.13K,25,5.37K,25,+4.71%,5.54K,25,+3.25%,5.73K,25,+3.41%,5.79K,25,+0.97%,5.80K,25,+0.13%,5.61K,25,-3.25%,5.67K,25,+1.14%,7.20K,26,+26.89%,6.23K,25,-13.46%,6.45K,26,+3.50%
Manipur,105,High fasting plasma glucose,3.92K,26,4.17K,26,+6.16%,4.42K,26,+6.14%,4.86K,26,+9.97%,5.09K,26,+4.75%,5.28K,26,+3.64%,5.22K,26,-1.22%,5.19K,26,-0.49%,7.71K,25,+48.58%,6.16K,26,-20.11%,6.50K,25,+5.44%
Meghalaya,105,High fasting plasma glucose,1.90K,27,1.94K,27,+1.82%,1.99K,27,+2.43%,2.24K,27,+12.67%,2.40K,27,+7.07%,2.50K,27,+4.21%,2.49K,27,-0.35%,2.52K,27,+1.42%,3.96K,27,+56.80%,2.93K,27,-25.94%,3.05K,27,+4.20%
Nagaland,105,High fasting plasma glucose,1.52K,28,1.56K,28,+2.32%,1.59K,28,+2.13%,1.68K,28,+5.60%,1.73K,28,+2.93%,1.75K,28,+1.36%,1.70K,28,-2.94%,1.70K,28,+0.14%,2.53K,28,+48.93%,1.89K,28,-25.24%,1.98K,28,+4.38%
Arunachal Pradesh,105,High fasting plasma glucose,1.03K,29,1.07K,29,+3.88%,1.12K,29,+4.75%,1.21K,29,+8.37%,1.27K,29,+4.63%,1.29K,29,+1.85%,1.28K,29,-0.71%,1.31K,29,+1.65%,1.64K,29,+25.71%,1.54K,29,-6.16%,1.61K,29,+4.31%
Sikkim,105,High fasting plasma glucose,780.98,30,810.07,30,+3.72%,816.22,30,+0.76%,842.67,30,+3.24%,826.64,30,-1.90%,784.86,30,-5.05%,717.50,30,-8.58%,688.20,30,-4.08%,880.82,30,+27.99%,878.62,30,-0.25%,913.99,30,+4.03%
Mizoram,105,High fasting plasma glucose,429.85,31,432.96,31,+0.72%,464.37,31,+7.25%,552.30,31,+18.94%,584.85,31,+5.89%,596.45,31,+1.98%,586.24,31,-1.71%,605.45,31,+3.28%,816.69,31,+34.89%,699.91,31,-14.30%,719.76,31,+2.84%
Uttar Pradesh,107,High systolic blood pressure,2.46M,1,2.62M,1,+6.26%,2.67M,1,+1.93%,2.88M,1,+7.87%,2.82M,1,-1.81%,2.79M,1,-1.26%,2.62M,1,-6.14%,2.45M,1,-6.29%,2.80M,1,+14.11%,2.89M,1,+3.16%,2.97M,1,+2.80%
West Bengal,107,High systolic blood pressure,1.94M,2,1.98M,2,+2.04%,1.95M,2,-1.49%,2.03M,2,+3.67%,2.02M,2,-0.22%,2.01M,3,-0.62%,1.95M,2,-3.08%,2.03M,2,+4.47%,2.52M,2,+23.68%,2.10M,2,-16.70%,2.20M,2,+5.05%
Maharashtra,107,High systolic blood pressure,1.88M,3,1.91M,3,+1.25%,1.87M,3,-1.79%,1.84M,4,-1.77%,1.82M,3,-1.22%,2.05M,2,+13.11%,1.63M,3,-20.73%,1.42M,5,-12.77%,1.74M,6,+22.24%,1.59M,3,-8.56%,1.66M,3,+4.53%
Tamil Nadu,107,High systolic blood pressure,1.77M,4,1.82M,4,+2.42%,1.81M,4,-0.61%,1.85M,3,+2.29%,1.82M,4,-1.73%,1.72M,4,-5.12%,1.57M,4,-8.97%,1.58M,3,+0.73%,1.78M,5,+12.72%,1.52M,4,-14.90%,1.57M,4,+3.75%
Karnataka,107,High systolic blood pressure,1.34M,5,1.39M,5,+3.58%,1.44M,5,+3.32%,1.50M,5,+4.21%,1.50M,5,-0.08%,1.46M,5,-2.79%,1.39M,5,-4.76%,1.46M,4,+5.51%,1.81M,4,+23.90%,1.45M,5,-19.89%,1.50M,5,+3.22%
Andhra Pradesh,107,High systolic blood pressure,1.30M,6,1.33M,6,+1.88%,1.35M,6,+1.85%,1.41M,6,+4.72%,1.44M,6,+1.52%,1.39M,6,-2.98%,1.32M,6,-5.12%,1.33M,6,+0.94%,1.54M,7,+15.73%,1.38M,6,-10.65%,1.39M,6,+0.51%
Bihar,107,High systolic blood pressure,1.15M,7,1.15M,7,+0.78%,1.14M,8,-1.15%,1.22M,7,+6.85%,1.21M,9,-0.89%,1.23M,9,+1.44%,1.20M,9,-2.25%,1.14M,9,-4.58%,1.38M,10,+20.68%,1.26M,9,-8.92%,1.32M,7,+5.20%
Telangana,107,High systolic blood pressure,1.11M,8,1.12M,9,+1.12%,1.13M,9,+0.81%,1.19M,9,+5.84%,1.23M,8,+3.39%,1.24M,7,+0.87%,1.22M,7,-1.80%,1.21M,8,-0.97%,1.40M,8,+15.99%,1.29M,7,-7.96%,1.29M,9,-0.36%
Gujarat,107,High systolic blood pressure,1.08M,9,1.12M,8,+3.15%,1.15M,7,+2.83%,1.21M,8,+5.23%,1.24M,7,+2.57%,1.23M,8,-0.88%,1.22M,8,-1.11%,1.29M,7,+5.87%,1.89M,3,+46.87%,1.28M,8,-32.49%,1.30M,8,+1.60%
Madhya Pradesh,107,High systolic blood pressure,1.04M,10,1.05M,10,+0.96%,1.06M,10,+0.87%,1.11M,10,+5.04%,1.11M,10,-0.23%,1.10M,10,-0.70%,1.08M,10,-1.56%,1.09M,10,+0.65%,1.40M,9,+28.33%,1.14M,10,-18.51%,1.19M,10,+4.27%
Punjab,107,High systolic blood pressure,790.47K,11,809.82K,11,+2.45%,834.58K,11,+3.06%,917.84K,11,+9.98%,950.61K,11,+3.57%,967.84K,11,+1.81%,944.54K,11,-2.41%,973.72K,11,+3.09%,1.13M,11,+16.25%,1.02M,11,-9.97%,1.02M,11,+0.43%
Kerala,107,High systolic blood pressure,728.63K,12,715.92K,13,-1.74%,722.29K,13,+0.89%,759.88K,13,+5.20%,784.62K,13,+3.26%,759.20K,13,-3.24%,705.52K,14,-7.07%,625.21K,15,-11.38%,693.96K,15,+11.00%,730.94K,15,+5.33%,744.96K,15,+1.92%
Rajasthan,107,High systolic blood pressure,690.67K,13,740.86K,12,+7.27%,784.51K,12,+5.89%,848.51K,12,+8.16%,871.20K,12,+2.67%,871.31K,12,+0.01%,848.25K,12,-2.65%,824.65K,12,-2.78%,953.01K,13,+15.57%,923.10K,12,-3.14%,942.24K,12,+2.07%
Odisha,107,High systolic blood pressure,615.31K,14,599.90K,14,-2.50%,604.29K,15,+0.73%,663.26K,15,+9.76%,694.31K,15,+4.68%,703.96K,15,+1.39%,698.56K,15,-0.77%,693.40K,14,-0.74%,795.97K,14,+14.79%,766.53K,14,-3.70%,781.59K,14,+1.96%
Chhattisgarh,107,High systolic blood pressure,572.31K,15,587.46K,15,+2.65%,615.19K,14,+4.72%,682.74K,14,+10.98%,719.59K,14,+5.40%,735.13K,14,+2.16%,738.16K,13,+0.41%,732.70K,13,-0.74%,979.03K,12,+33.62%,799.93K,13,-18.29%,805.40K,13,+0.68%
Assam,107,High systolic blood pressure,507.02K,16,510.70K,16,+0.73%,522.45K,16,+2.30%,552.69K,16,+5.79%,571.18K,16,+3.35%,578.84K,16,+1.34%,567.28K,16,-2.00%,550.93K,16,-2.88%,643.37K,16,+16.78%,627.16K,16,-2.52%,649.80K,16,+3.61%
Haryana,107,High systolic blood pressure,435.05K,17,456.80K,17,+5.00%,467.31K,17,+2.30%,504.35K,17,+7.92%,503.92K,17,-0.08%,509.17K,17,+1.04%,480.67K,17,-5.60%,486.83K,17,+1.28%,585.71K,17,+20.31%,476.65K,18,-18.62%,485.70K,18,+1.90%
Jharkhand,107,High systolic blood pressure,405.12K,18,407.13K,18,+0.50%,406.64K,18,-0.12%,460.62K,18,+13.28%,476.82K,18,+3.52%,485.55K,18,+1.83%,476.21K,18,-1.92%,458.06K,18,-3.81%,550.56K,18,+20.19%,510.91K,17,-7.20%,519.85K,17,+1.75%
Uttarakhand,107,High systolic blood pressure,286.89K,19,298.77K,19,+4.14%,308.59K,19,+3.29%,328.80K,19,+6.55%,329.17K,19,+0.11%,321.84K,19,-2.23%,294.36K,19,-8.54%,286.82K,19,-2.56%,329.97K,19,+15.04%,312.50K,19,-5.30%,314.34K,19,+0.59%
Delhi,107,High systolic blood pressure,213.91K,20,213.94K,20,+0.01%,209.45K,20,-2.10%,214.15K,20,+2.24%,201.60K,20,-5.86%,196.14K,20,-2.71%,180.38K,21,-8.03%,227.11K,20,+25.90%,280.86K,20,+23.67%,200.42K,21,-28.64%,208.25K,20,+3.90%
Jammu & Kashmir and Ladakh,107,High systolic blood pressure,142.25K,21,148.63K,21,+4.49%,158.86K,21,+6.88%,174.47K,21,+9.82%,181.03K,21,+3.76%,185.05K,21,+2.22%,181.03K,20,-2.17%,174.01K,21,-3.88%,203.18K,21,+16.76%,200.88K,20,-1.13%,204.95K,21,+2.02%
Himachal Pradesh,107,High systolic blood pressure,100.05K,22,91.94K,22,-8.10%,88.31K,22,-3.96%,90.29K,22,+2.24%,93.96K,22,+4.07%,97.16K,22,+3.40%,96.38K,22,-0.80%,94.02K,22,-2.45%,116.36K,22,+23.76%,117.32K,22,+0.82%,119.80K,22,+2.11%
Tripura,107,High systolic blood pressure,69.65K,23,59.18K,23,-15.03%,62.36K,23,+5.37%,75.57K,23,+21.19%,77.71K,23,+2.83%,74.69K,23,-3.89%,73.36K,23,-1.77%,73.36K,23,-0.01%,82.67K,24,+12.69%,82.09K,23,-0.70%,85.47K,23,+4.12%
Other Union Territories,107,High systolic blood pressure,47.38K,24,49.99K,24,+5.51%,52.47K,24,+4.95%,56.65K,24,+7.97%,58.68K,24,+3.59%,59.68K,24,+1.70%,59.25K,24,-0.72%,64.56K,24,+8.96%,84.46K,23,+30.83%,67.76K,24,-19.77%,69.82K,24,+3.04%
Goa,107,High systolic blood pressure,37.51K,25,38.08K,25,+1.51%,38.34K,26,+0.67%,38.77K,26,+1.14%,38.47K,26,-0.79%,37.79K,26,-1.78%,36.09K,26,-4.50%,36.23K,26,+0.39%,45.37K,26,+25.22%,38.45K,26,-15.25%,39.01K,26,+1.46%
Manipur,107,High systolic blood pressure,35.85K,26,37.26K,26,+3.95%,38.94K,25,+4.49%,42.00K,25,+7.86%,43.51K,25,+3.60%,44.56K,25,+2.40%,44.09K,25,-1.04%,44.10K,25,+0.02%,65.06K,25,+47.54%,51.03K,25,-21.57%,53.48K,25,+4.81%
Meghalaya,107,High systolic blood pressure,19.02K,27,18.99K,27,-0.15%,19.27K,27,+1.44%,21.56K,27,+11.93%,23.02K,27,+6.74%,23.81K,27,+3.45%,23.76K,27,-0.22%,24.16K,27,+1.68%,37.62K,27,+55.72%,27.59K,27,-26.67%,28.58K,27,+3.62%
Nagaland,107,High systolic blood pressure,17.61K,28,17.80K,28,+1.10%,18.01K,28,+1.14%,18.73K,28,+4.00%,19.09K,28,+1.96%,19.14K,28,+0.26%,18.56K,28,-3.08%,18.66K,28,+0.55%,27.71K,28,+48.54%,20.33K,28,-26.63%,20.92K,28,+2.87%
Arunachal Pradesh,107,High systolic blood pressure,9.93K,29,10.14K,29,+2.13%,10.52K,29,+3.66%,11.21K,29,+6.57%,11.60K,29,+3.51%,11.74K,29,+1.19%,11.66K,29,-0.66%,11.92K,29,+2.22%,14.82K,29,+24.35%,13.72K,29,-7.44%,14.21K,29,+3.54%
Sikkim,107,High systolic blood pressure,7.53K,30,7.59K,30,+0.87%,7.49K,30,-1.34%,7.56K,30,+0.89%,7.26K,30,-3.94%,6.77K,30,-6.83%,6.10K,30,-9.79%,5.81K,30,-4.78%,7.24K,30,+24.56%,7.08K,30,-2.13%,7.25K,30,+2.33%
Mizoram,107,High systolic blood pressure,3.62K,31,3.53K,31,-2.59%,3.69K,31,+4.50%,4.33K,31,+17.34%,4.49K,31,+3.79%,4.48K,31,-0.17%,4.37K,31,-2.53%,4.53K,31,+3.68%,6.16K,31,+36.04%,5.11K,31,-17.05%,5.19K,31,+1.57%
Tamil Nadu,108,High body-mass index,332.82K,1,343.65K,1,+3.25%,343.22K,1,-0.13%,347.70K,1,+1.31%,338.72K,1,-2.58%,317.35K,1,-6.31%,287.18K,2,-9.51%,289.31K,2,+0.74%,324.02K,4,+12.00%,289.32K,4,-10.71%,305.15K,4,+5.47%
Uttar Pradesh,108,High body-mass index,284.28K,2,298.32K,2,+4.94%,308.84K,2,+3.53%,330.36K,2,+6.97%,319.78K,2,-3.20%,311.91K,2,-2.46%,285.92K,3,-8.33%,272.53K,4,-4.68%,318.55K,5,+16.89%,334.76K,1,+5.09%,354.77K,1,+5.98%
Maharashtra,108,High body-mass index,258.92K,3,267.01K,3,+3.12%,267.73K,3,+0.27%,265.37K,4,-0.88%,260.33K,5,-1.90%,292.37K,4,+12.31%,237.48K,7,-18.77%,209.70K,7,-11.70%,254.92K,8,+21.56%,245.09K,7,-3.85%,261.40K,7,+6.66%
Punjab,108,High body-mass index,225.57K,4,238.06K,4,+5.54%,249.45K,4,+4.79%,277.00K,3,+11.04%,290.36K,3,+4.82%,299.07K,3,+3.00%,294.33K,1,-1.58%,306.02K,1,+3.97%,358.42K,1,+17.12%,326.99K,2,-8.77%,331.60K,2,+1.41%
Telangana,108,High body-mass index,224.90K,5,235.36K,5,+4.65%,244.24K,5,+3.77%,263.88K,5,+8.04%,275.91K,4,+4.56%,282.14K,5,+2.26%,281.13K,4,-0.36%,281.97K,3,+0.30%,330.75K,2,+17.30%,309.82K,3,-6.33%,313.60K,3,+1.22%
Andhra Pradesh,108,High body-mass index,211.96K,6,224.48K,6,+5.91%,236.15K,6,+5.20%,250.86K,6,+6.23%,259.75K,6,+3.55%,259.33K,6,-0.16%,252.79K,5,-2.52%,264.45K,5,+4.61%,309.81K,6,+17.15%,284.09K,5,-8.30%,289.29K,5,+1.83%
Karnataka,108,High body-mass index,205.02K,7,219.58K,7,+7.10%,233.15K,7,+6.18%,247.86K,7,+6.31%,252.74K,7,+1.97%,250.94K,7,-0.71%,244.22K,6,-2.68%,262.37K,6,+7.43%,325.47K,3,+24.05%,272.51K,6,-16.27%,286.07K,6,+4.98%
Gujarat,108,High body-mass index,169.89K,8,178.67K,8,+5.17%,184.60K,8,+3.32%,192.40K,8,+4.23%,194.73K,8,+1.21%,191.39K,8,-1.72%,185.50K,8,-3.07%,193.25K,9,+4.17%,270.89K,7,+40.18%,198.72K,9,-26.64%,204.46K,10,+2.89%
West Bengal,108,High body-mass index,149.49K,9,160.70K,9,+7.50%,167.02K,9,+3.93%,179.26K,9,+7.33%,182.24K,9,+1.66%,185.69K,9,+1.89%,183.59K,9,-1.13%,193.96K,8,+5.64%,242.06K,9,+24.80%,212.21K,8,-12.33%,227.83K,8,+7.36%
Bihar,108,High body-mass index,133.12K,10,142.63K,10,+7.14%,148.11K,10,+3.84%,161.90K,10,+9.31%,165.15K,10,+2.01%,172.44K,10,+4.41%,174.80K,10,+1.37%,172.63K,10,-1.24%,215.19K,10,+24.65%,198.54K,10,-7.74%,212.50K,9,+7.03%
Kerala,108,High body-mass index,127.16K,11,127.76K,11,+0.47%,131.13K,11,+2.64%,137.76K,11,+5.06%,140.85K,11,+2.24%,136.32K,12,-3.22%,127.71K,13,-6.32%,114.58K,14,-10.28%,126.94K,14,+10.79%,137.46K,13,+8.29%,143.56K,13,+4.43%
Madhya Pradesh,108,High body-mass index,114.40K,12,120.56K,12,+5.38%,126.02K,12,+4.53%,134.79K,12,+6.96%,137.29K,12,+1.86%,138.93K,11,+1.19%,139.80K,11,+0.63%,145.75K,11,+4.26%,190.20K,11,+30.50%,156.16K,11,-17.90%,164.72K,11,+5.48%
Rajasthan,108,High body-mass index,97.74K,13,106.32K,13,+8.78%,115.29K,13,+8.44%,124.56K,13,+8.04%,130.24K,13,+4.56%,131.86K,13,+1.24%,129.75K,12,-1.60%,128.77K,12,-0.75%,150.17K,12,+16.62%,148.65K,12,-1.02%,154.58K,12,+3.99%
Haryana,108,High body-mass index,96.62K,14,104.35K,14,+8.00%,108.76K,14,+4.22%,118.42K,14,+8.88%,118.79K,14,+0.32%,120.30K,14,+1.26%,113.93K,14,-5.30%,116.57K,13,+2.32%,143.16K,13,+22.82%,118.89K,14,-16.95%,123.85K,14,+4.17%
Delhi,108,High body-mass index,61.95K,15,63.82K,15,+3.02%,63.90K,15,+0.12%,65.78K,15,+2.95%,62.14K,16,-5.53%,60.99K,16,-1.86%,56.41K,17,-7.51%,70.48K,15,+24.95%,87.70K,16,+24.44%,64.49K,16,-26.46%,67.52K,16,+4.70%
Uttarakhand,108,High body-mass index,50.71K,16,54.55K,16,+7.58%,57.41K,16,+5.24%,61.81K,16,+7.67%,62.62K,15,+1.32%,62.48K,15,-0.23%,58.26K,16,-6.75%,57.73K,17,-0.91%,68.11K,17,+17.98%,64.46K,17,-5.35%,65.45K,17,+1.52%
Chhattisgarh,108,High body-mass index,39.81K,17,42.98K,17,+7.96%,46.64K,17,+8.53%,52.57K,17,+12.71%,55.88K,17,+6.29%,58.48K,17,+4.65%,59.91K,15,+2.45%,62.67K,16,+4.61%,90.64K,15,+44.63%,72.89K,15,-19.58%,75.16K,15,+3.11%
Odisha,108,High body-mass index,37.16K,18,37.86K,18,+1.87%,40.00K,18,+5.66%,45.27K,18,+13.18%,48.78K,18,+7.75%,50.25K,18,+3.01%,50.45K,18,+0.39%,51.36K,18,+1.82%,60.17K,18,+17.14%,58.64K,18,-2.54%,61.13K,19,+4.25%
Assam,108,High body-mass index,35.94K,19,37.52K,19,+4.40%,39.59K,19,+5.51%,42.51K,19,+7.37%,44.69K,19,+5.12%,46.08K,19,+3.13%,46.16K,19,+0.16%,46.20K,19,+0.09%,56.16K,19,+21.56%,56.86K,19,+1.25%,61.18K,18,+7.59%
Jharkhand,108,High body-mass index,33.53K,20,33.92K,20,+1.17%,33.77K,21,-0.44%,37.83K,21,+12.01%,39.29K,21,+3.86%,39.96K,21,+1.71%,39.38K,21,-1.44%,38.82K,21,-1.43%,47.98K,21,+23.60%,45.36K,21,-5.46%,47.79K,21,+5.36%
Jammu & Kashmir and Ladakh,108,High body-mass index,29.37K,21,31.52K,21,+7.34%,34.50K,20,+9.46%,38.29K,20,+10.96%,40.09K,20,+4.71%,41.58K,20,+3.71%,41.30K,20,-0.67%,40.43K,20,-2.10%,48.24K,20,+19.30%,47.85K,20,-0.80%,49.59K,20,+3.64%
Himachal Pradesh,108,High body-mass index,16.69K,22,16.03K,22,-3.94%,15.98K,23,-0.32%,16.68K,23,+4.42%,17.74K,23,+6.36%,18.81K,23,+6.03%,19.19K,23,+2.00%,19.39K,23,+1.03%,24.47K,23,+26.18%,25.22K,22,+3.09%,26.41K,22,+4.71%
